Житель Флориды Джордж Циммерман, обвиняемый в убийстве чернокожего подростка Трэйвона Мартина, подал в суд на телекомпанию NBC Universal. Как сообщает CNN, Циммерман хочет получить от телевизионщиков компенсацию за то, что его безосновательно представили в эфире расистом. Циммерман, служивший общественным патрульным, застрелил Мартина 26 февраля 2012 года. По его версии, он счел безоружного подростка подозрительным, и между ними возник конфликт, а стрелять ему пришлось в порядке самообороны. "NBC увидел в смерти Трэйвона Мартина не трагедию, а возможность поднять рейтинги, - говорится в иске, - и для этого принялся создавать миф о том, что Джордж Циммерман - расист и жестокий злодей". По мнению Циммермана, телеканал прибег к "старейшей форме бульварной журналистики", отредактировав аудиозапись его звонка в службу 911 таким образом, чтобы фальсифицировать расовую подоплеку случившегося. В частности, редакторы вырезали вопрос диспетчера о расовой принадлежности Мартина, и две отдельных реплики патрульного оказались соединены: "Вид этого парня не обещает ничего хорошего...Он выглядит черным". Кроме того, при расшифровке телефонного разговора NBC приписал Циммерману использование слова "coons" (одно из оскорбительных названий чернокожих), хотя в действительности он произнес "punks" - "шпана". Программа NBC, вышедшая в эфир в марте, уже вызывала нарекания, и телеканалу пришлось извиниться перед телезрителями за допущенные ошибки. По итогам должностного расследования трое ответственных за некорректный монтаж сотрудников были уволены. "Президент NBC Стив Кейпус выступил с фальшивыми псевдоизвинениями, в которых намеренную подтасовку представили простой ошибкой", - гласит иск Циммермана. Он утверждает, что после передачи NBC получал угрозы и вынужден теперь скрываться от потенциальных мстителей. Сколько именно денег он рассчитывает получить в качестве компенсации, неизвестно. NBC Universal уже отреагировала на подачу иска. "Мы категорически несогласны с обвинениями, изложенными в этом иске, - говорится в заявлении компании, которое цитирует Reuters. - Намерения представить господина Циммермана в неверном свете не было. Мы собираемся решительно защищать свою позицию в суде". Убийство Трейвора Мартина вызвало в США большой резонанс. В частности, хотя сам Циммерман не является белым (он по происхождению латиноамериканец), ему приписывали нетерпимость по отношению к чернокожим. Власти не сочли убедительными его заявления о необходимой самообороне, и он обвиняется в убийстве второй степени. По законам Флориды ему грозит тюремный срок от 25 лет до пожизненного.	0
Журналист телеканала НТВ в репортаже про "Марш против поделцов" 13 января заявил, что у лидера "Левого фронта" Сергея Удальцова детей нет. Видеозапись итогового выпуска новостей НТВ была опубликована на сайте канала. Рассказывая о шествии, организованном в знак протеста против запрета на усыновление детей американцами, корреспондент Георгий Гривенный отметил, что лидеры оппозиции постоянно отвлекались от судеб детей на "рассуждения о политических судьбах". В качестве подтверждения этого приводились слова Сергея Удальцова, который заявил журналистам, что "судьбы детей, самых обездоленных, - детей-сирот, детей-инвалидов - сделали разменной монетой в своих политических играх". "В семье лидера 'Левого фронта' Сергея Удальцова детей пока нет, так что его супруга могла себе позволить, пока муж на марше, выразить в твиттере некоторое несогласие с его взглядами", - продолжил журналист НТВ (отметка 2:15). Далее следовала цитата из микроблога Анастасии Удальцовой: "Зачем отдавать детей иностранцам, когда нужно ЗДЕСЬ решать проблемы этих детей?" В текстовой версии репортажа на сайте телеканала, при этом, слов о детях Удальцовых нет. У Анастасии и Сергея Удальцова двое сыновей - 2002 и 2005 года рождения. В октябре 2012 года, после того, как на Сергея Удальцова завели дело по обвинению в подготовке массовых беспорядков, Анастасия Удальцова заявляла, что ездила навещать детей на Украину. Тогда же ряд СМИ, в том числе сайт телеканала НТВ, со ссылкой на самого Удальцова сообщал, что оппозиционер отправил детей на Украину "в целях безопасности". "Марш против подлецов" прошел днем 13 января от Пушкинской площади до проспекта Сахарова. В акции приняли участие, по разным оценкам, от 9,5 до 30 тысяч человек. До начала марша полиция задержала 9 человек, которые пришли на бульвары пьяными.	0
Вместо программы "Большая политика с Евгением Киселевым" на украинском телеканале "Интер" будет выходить ток-шоу "Справедливость". Об этом со ссылкой на источники на телеканале сообщает "Корреспондент.net". По данным издания, новая программа запустится 25 января. Вести ее будет известная украинская телеведущая Анна Безулык. Формат "Справедливости" предполагает приглашение политиков и экспертов, как провластных, так и оппозиционных, и обсуждение "конкретных предложений касательно решения проблем страны". Говоря о причинах запуска новой программы, на канале заявили о необходимости организовать независимую публичную площадку для политических и профессиональных дискуссий в стране. При этом источники на канале заявили, что политическое шоу Евгения Киселева на канале больше выходить не будет. О судьбе тележурналиста они не сообщили. В конце декабря украинские СМИ со ссылкой на неназванные источники рассказали о "слухах", что владелец "Интера" Валерий Хорошковский собирается уволить Киселева и закрыть его программу. Сообщалось также, что канал уже нашел замену российскому ведущему. Евгений Киселев отказался комментировать слухи о своем уходе с "Интера".	0
Структуры президента "Русснефти" Михаила Гуцериева рассмотрят возможность покупки холдинга Krutoy Media, в который входят радиостанции "Радио Дача", Love Radio и "Такси FM". Как сообщает "Коммерсантъ" со ссылкой на источники на рынке, композитор Игорь Крутой может в ближайшее время продать свой радиобизнес. Между тем, в холдинге Krutoy Media информацию о продаже не комментируют, а представитель "Русснефти"Эдуард Саркисов опроверг участие компании в переговорах о покупке радиостанций. Источники, близкие к Гуцериеву, заявили, что пока о заинтересованности Гуцериева в покупке радиостанций или достижении им договоренностей с холдингом Крутого говорить нельзя. Игорь Крутой объявил о готовности продать свои радиостанции еще в 2008 году. Тогда радиобизнес композитора оценивался в 50-60 миллионов долларов, однако покупателей на него так и не нашлось. По оценкам TNS Russia за октябрь-декабрь 2012 года, "Радио Дача" заняла 9-е место среди московских радиостанций (с аудиторией 674 тысяч человек), Love Radio - 18-е место (478 тысяч), а "Такси FM" - 37-е место (226 тысяч). В июне 2012 года Михаил Гуцериев завершил сделку по покупке радиостанций Александра Лебедева "Просто радио" и "Добрые песни". Общую стоимость радиостанций СМИ оценили в 10-12 миллионов долларов. Сделка была осуществлена в счет долга Лебедева Гуцериеву. На частотах, приобретенных у Лебедева, Михаил Гуцериев открыл радиостанции "Весна FM" и "Восток FM".	0
Новым президентом "Радио Свобода" (Radio Liberty) и "Радио Свободная Европа" (Radio Free Europe) станет Кевин Клоуз. За его кандидатуру проголосовали члены Американского Совета управляющих по вопросам вещания (Broadcasting Board of Governors, BBG). О назначении сообщается на сайте организации. Клоуз вступит в должность 26 января 2013 года и будет занимать ее максимум один год. С 1994 по 1997 год Клоуз уже был президентом "Радио Свобода" и "Радио Свободная Европа". С 1998 по 2008 год он возглавлял National Public Radio - крупнейшую некоммерческую организацию США, которая комбинирует контент сотен американских радиостанций. Также Клоуз был редактором и корреспондентом The Washington Post. Сейчас журналисту 72 года. Кевен Клоуз уже заявил, что с удовольствием вернется на должность президента "Радио Свобода". В течение ближайших месяцев BBG займется поиском кандидата на пост глав радиостанции, с которым будет подписан долгосрочный контракт. Предыдущий глава радиостанции, Стивен Корн, был отправлен в отставку в конце декабря 2012 года. Корн, ранее руководивший CNN, был назначен президентом "Радио Свобода" и "Радио Свободная Европа" в июне 2011 года. Осенью 2012 года в российском отделении "Радио Свобода" была проведена реформа, результатом которой стало увольнение десятков сотрудников и падение посещаемости сайта радиостанции. Изначально увольнение сотрудников связали с новым главой русской службы "Радио Свобода" Машой Гессен, однако она сообщила, что кадровые решение были приняты еще до ее назначения. Позже член правления BBG Виктор Эш обвинил Корна в "развале московской редакции" и совершении "непоправимых ошибок". Он также заявил, что в российской службе "Радио Свобода" будет проведена проверка, посвященная обстоятельствам увольнения сотрудников.	0
Бывший госсекретарь США Кондолиза Райс устроилась на телеканал CBS в качестве политического обозревателя. Об этом 21 января сообщает Politico. 20 января Райс появилась в эфире программы Боба Шиффера Face the Nation («Лицом к народу»). В начале передачи ведущий официально объявил о новой работе экс-главы Госдепартамента. Как сообщает The New York Times, назначение Райс к этому моменту уже было утверждено высшим руководством CBS. Предполагается, что Кондолиза Райс будет регулярно появляться на политических программах CBS в качестве штатного эксперта. О том, что у бывшего госсекретаря будет на канале собственная программа, пока не сообщалось. Кондолиза Райс возглавляла Госдепартамент США при президенте Джордже Буше-младшем с 2005 по 2009 годы. С 2001 по 2005 года она была советником президента по национальной безопасности. Ранее в качестве экспертов на телевидение ушли еще несколько высокопоставленных сотрудников администрации Буша — в частности, заместитель главы президентской администрации Карл Роув и представитель США в ООН Джон Болтон устроились на телеканал Fox News.	0
Председатель синодального отдела по взаимодействию церкви и общества Московского патриархата Всеволод Чаплин заявил, что документальный фильм «Не верю!», показанный на НТВ 20 января, правильно передает отношение общества к нападкам на православную церковь. Об этом сообщает РИА Новости. «В фильме адекватно отражено настроение нашего общества — не виртуального, в котором доминирует узкая 'тусовка' из нескольких крупных городов, а настоящего, которое любит свою Церковь, помогает ей, понимает, что ей нужно больше участвовать в общественной жизни», — заявил Чаплин. Он также добавил, что информационные атаки на православную церковь ведутся с момента зарождения христианства, и что, на самом деле, они «только укрепляют людей в понимании того, что и Церковь, и Россия сегодня на правильном пути». Чаплин также заявил, что силы, выступающие против церкви, предложили обществу «якобы самый прогрессивный и безальтернативный» путь развития, который, в действительности, «уже привел в духовный и нравственный тупик страны Запада и принадлежит не будущему, а прошлому». Фильм Бориса Корчевникова «Не верю!» был показан на НТВ вечером 20 января. В фильме рассказывается, как «оплаченные блогеры и политтехнологи», действующие «под прикрытием современного искусства», организуют информационные атаки на церковь. В числе критиков церкви в фильме названы блогеры Рустем Адагамов и Игорь Бигдан, галерист Марат Гельман, а также телеведущие Владимир Познер и Леонид Парфенов. Ранее Рустем Адагамов рассказал, что в середине декабря действительно давал НТВ интервью, в котором сказал, что не видит бога в нынешней церкви и не приемлет ее «нетактичность». Отрывки из интервью Адагамова вошли в фильм — они были перемешаны с заявлениями бывшей жены блогера Татьяны Дельсаль, обвинившей Адагамова в педофилии. В конце 2012 года патриарх Кирилл заявил, что в ушедшем году «во многих СМИ была развязана настоящая информационная кампания», которую патриарх назвал беспрецедентной. Скандалы вокруг РПЦ в прошлом году были связаны с имуществом патриарха, причастностью некоторых священнослужителей к автомобильным авариям, а также процессом над группой Pussy Riot и реакцией церкви на него.	0
Запуск Общественного телевидения в интернете перенесли на весну 2013 года. Об этом 21 января сообщает «Коммерсантъ». Ранее генеральный директор Общественного телевидения Анатолий Лысенко заявлял, что телеканал начнет вещание в интернете 17 января. Как объяснил «Коммерсанту» Лысенко, слова о запуске интернет-вещания в январе 2013 года были всего лишь «первоначальным разговором». Он добавил, что подготовка к этому «пока находится в процессе», и Общественное телевидение начнет вещать в тестовом режиме на сайте «ближе к весне». Гендиректор отметил, что выход телеканала в эфир по-прежнему планируется произвести 19 мая. Анатолий Лысенко также заявил, что телеканал по-прежнему испытывает большие трудности с финансированием. В 2012 году по решению властей Внешэкономбанк выдал Общественному телевидению кредит на запуск в 600 миллионов. Остальные средства на запуск и первые годы вещания должно предоставить государство: до 2015 года Общественному телевидению должны предоставить 4,5 миллиарда рублей. Полтора миллиона телеканал должен был получить до конца 2012 года. Лысенко не уточнил, получил ли телеканал эти деньги. Общественное телевидение было создано весной 2012 года по инициативе бывшего тогда президентом Дмитрия Медведева. Предполагается, что первое время телеканал будет с финансироваться государством. Эти положения дали повод ряду общественных деятелей и СМИ усомниться в независимости будущего канала, который задумывался как альтернатива уже существующим федеральным каналам.	0
Британская телерадиовещательная коропорация «Би-Би-Си» показала в эфире повтор кукольной детской передачи, одним из «ведущих» которой был Джимми Сэвил — экс-ведущий «Би-Би-Си», обвиненный в растлении несовершеннолетних. Программа вышла в эфир в воскресенье, 20 января. Сэвила в передаче, показанной на детском канале CBeebies, изображает кукла по имени Макс. Марионетка одета в спортивных костюм — часть имиджа покойного ведущего — и белый парик. Максу досталась также одна из самых знаменитых реплик Сэвила: "Now then, guys and gals" («Ну что ж, мальчики и девочки»), — которую кукла произносит с характерным акцентом ведущего. Использование образа ведущего, обвиненного в педофилии, в детской передаче, возмутило общественость и блогеров. Руководство «Би-Би-Си» извинилось за допущенный промах, объяснив, что показанная в воскресенье передача - повтор выпуска детской программы 2001 года. В то время о преступлениях, в которых обвиняют Джимми Сэвила, известно не было. Джимми Сэвил, один из авторов знаменитой музыкальной телепередачи "Top of the Pops", проработал на «Би-Би-Си» не одно десятилетие. Вскоре после его смерти в 2011 году стало известно о множестве совершенных им преступлений. Полиция обвиняет Сэвила в причастности к 200 эпизодам насилия и домогательств. Многие предполагаемые жертвы Сэвила были несовершеннолетними. Известие об обвинениях в адрес Джимми Сэвила спровоцировало на «Би-Би-Си» серию скандалов. В частности, появились подозрения, что руководство корпорации знало о преступлениях и покрывало ведущего. Осенью 2012 года «Би-Би-Си» со скандалом покинул генеральный директор Джордж Энтуисл — он проработал в этой должности меньше двух месяцев.	0
Уволенные журналисты Русской службы «Радио Свобода» обратились с письмом к новому президенту радиостанции Кевину Клоузу (Kevin Klose) с просьбой вернуть их на работу. Письмо было опубликовано 22 января на сайте BBG Watch. В письме говорится, что уволенные журналисты не представляют собой ту «гротескную карикатуру», которую нарисовали бывший президент радиостанции Стивен Корн, вице-президент Джулия Рагона и глава Русской службы Маша Гессен. «Мы заявляем, что никто из нас не выступал с ретроградских позиций и против цифровых СМИ. Напротив, мы были сторонниками внедрения цифровых технологий и именно мы начали их вводить на ’Радио Свобода’», — цитирует письмо BBG Watch. в обращении журналистов также говорится, что журналисты осознавали необходимость проведения реформ и готовы были внести свой вклад и поделиться своими идеями о реорганизации радиостанции: «Однако нас игнорировали, затыкали нам рты и запугивали, а затем массово уволили нас, несмотря на протесты». Кроме того, в письме отмечается, что репутация «Радио Свобода» в России сильно пострадала под руководством Стивена Корна, Джулии Рагоны и Маши Гессен. «Наша радиостанция утратила смысл, так как новости и защита прав человека — что на протяжении долгого времени составляло суть и профессиональную репутацию ’Радио Свобода' — были отодвинуты в сторону ради более безопасной развлекательной и ’беззубой’ журналистики, которая угодна властям», — заявили уволенные сотрудники Русской службы. «Мы смотрим в будущее и предлагаем нашу помощь в реконструкции и спасении важной миссии ’Радио Свобода’ в России», — говорится в письме, которое также адресовано госсекретарю США Хилари Клинтон, и.о. председателя Совета управляющих по вопросам вещания (BBG) Майклу Линтону и американским налогоплательщикам. Среди бывших сотрудников московского бюро «Радио Свобода» — Елена Фанайлова, Анна Качкаева, Людмила Телень, Михаил Соколов, Елена Рыковцева и другие. Кроме того, письмо подписали некоторые сотрудники пражской редакции "Радио Свобода", в частности, Игорь Померанцев, Иван Толстой, Владимир Тольц, Андрей Бабицкий, а также внештатные и бывшие сотрудники радиостанции. Коллектив московского бюро «Радио Свобода» был уволен осенью 2012 года, вскоре после того, как стало известно о готовящихся реформах на радиостанции и о назначении журналистки Маши Гессен на пост руководителя радиостанции. Журналисты связали свое увольнение именно с приходом Гессен, однако та заявила, что решение о кадровых перестановках было принято до ее назначения. Маша Гессен заявила, что Совет управляющих по вопросам вещания остался доволен предложенной ей программой развития радиостанции. Однако в самом Совете заявили о готовящейся проверке в Русской службе, которая будет связана, в первую очередь, с решением об увольнении старых журналистов, принятом Корном. В начале января 2013 года Стивен Корн объявил об отставке, а на его место был назначен Кевин Клоуз, который был президентом «Радио Свобода» с 1994 по 1997 годы. Уволенные сотрудники московского бюро в своем письме одобрили решение вернуть Клоуза на пост президента.	0
